sensor_id,lat,lon
3428,25.82,49.54
3096,25.01,51.62
1952,20.5,65.92
1764,21.8,56.59
2262,24.34,53.67
2216,24,53.01
2230,25.37,54.41
2323,22.66,59.56
3432,22.75,64.37
3558,24.6,49.69
1846,21.42,59.87
2038,26.61,46.49
2036,21.76,58.12
3500,25.18,51.86
2292,21.56,60.56
3836,21.58,65.43
2228,23.99,54.55
2232,24.06,55.11
2234,25.07,49.81
1954,24.43,51.91
3512,23.01,61.26
3472,24.67,48.72
3436,24.67,53
1962,23.92,55.74
3438,22.43,61.76
3474,24.41,56.12
2607,22.57,54.92
3620,24.18,60.78
2266,20.69,70.07
3092,23.07,0
3738,25.46,49.1
3102,23.72,52.13
2224,23.23,52.02
2040,22.62,59.33
2264,22.77,59.8
1850,22.84,59.71
3428,26,49.35
2294,22.48,49.38
3096,25.13,51.5
1952,20.5,66.04
1764,21.85,56.35
2262,24.16,53.93
2216,23.93,53.68
2230,25.58,53.66
2323,22.63,59.59
1846,21.33,59.33
3558,24.56,49.63
3432,22.7,64.65
2038,26.73,46.24
2036,21.77,58.38
3500,24.77,52.98
3836,21.96,63.61
2292,21.52,59.98
2228,24.21,53.33
2232,23.87,55.52
2234,25.14,49.99
1954,24.42,51.92
3512,22.88,61.88
1962,23.89,55.84
3436,24.71,53.04
3472,24.86,48.54
3474,24.57,55.72
2607,22.82,54.78
2266,20.98,68.24
3092,22.95,0
3620,24.11,61.19
3738,25.41,49.43
3102,23.77,51.84
2224,23.37,52.78
2040,22.54,59.31
2264,22.9,59.64
1850,22.75,59.75
3428,26,49.76
2294,22.49,50.28
3096,25.23,51.09
1764,21.92,56.01
2262,23.84,54.39
2216,23.92,53.83
2323,22.4,60.41
3558,24.5,49.83
1846,21.44,58.72
3432,22.78,64.19
2038,26.81,45.97
2036,22,58.04
3836,21.59,64.97
2292,21.46,59.78
2234,25.34,49.57
2228,24.34,52.6
2232,23.56,56.69
1954,24.44,52.09
3512,22.86,62.09
1962,24.01,55.27
3436,24.88,53.4
3472,24.77,48.5
3474,24.73,55.41
3438,22.3,61.82
2607,22.82,55.01
2266,20.78,69.55
3092,22.83,0
3738,25.6,48.63
3102,23.88,51.64
2224,23.22,53.61
2040,22.61,58.81
3620,24.08,62.93
2264,22.94,59.76
1850,22.76,59.71
3428,25.96,48.91
2294,22.43,50.83
1952,20.43,66.34
1764,21.93,57.51
3096,25.18,51.26
2262,24.21,53.24
2216,23.85,54.56
2230,25.63,53.61
2323,22.45,60.11
3558,24.58,49.89
1846,21.45,60.14
3432,22.63,64.49
2038,26.82,45.92
2036,21.83,58.74
3836,21.46,65.68
2292,21.56,60.22
2234,25.12,50.5
2228,24.22,52.96
2232,23.69,55.7
1954,24.48,51.99
3512,22.83,62.12
1962,23.95,55.24
3436,24.99,53.07
3472,24.44,48.88
3438,22.35,61.66
3474,24.89,54
2607,23.04,54.67
2266,20.83,69.34
3092,22.99,0
3738,25.79,48.13
3102,23.94,51.36
2040,22.69,58.68
2224,23.05,53.31
2264,22.95,59.49
1850,22.81,59.64
3428,25.91,48.95
2294,22.37,51.22
1952,20.47,66.45
3620,24.01,61.04
1764,21.9,58.53
3096,25.13,51.59
2262,24.17,53.59
2216,23.61,55.58
2230,25.75,52.85
2323,22.54,60.09
3558,24.52,49.59
1846,21.49,62.6
3432,22.62,64.47
2038,26.77,46.02
2036,21.88,58.69
2292,21.58,59.85
3836,21.44,66.3
2232,23.67,56.64
1954,24.53,51.78
1962,24.02,54.93
3512,22.83,61.83
3474,24.7,55.29
3436,25.03,52.29
3438,22.33,61.7
3472,24.72,48.86
2607,23.08,54.56
2266,20.78,69.79
3092,22.98,0
3738,25.87,48.07
3102,23.93,51.44
2040,22.83,58.43
2224,23.03,53.89
2264,23.01,59.87
1850,22.86,59.49
3428,25.96,49.43
2294,22.4,51.85
1952,20.77,65.41
1764,21.87,59.16
3096,25.07,51.65
2262,24.45,52.76
2216,23.94,54.04
2230,25.67,53.13
2323,22.63,59.95
1846,21.42,64.24
3558,24.6,49.39
3432,22.72,64.17
3620,23.77,62.35
2038,26.73,45.98
2036,21.71,59.65
2292,21.64,60.28
3836,21.55,65.83
2232,23.77,55.84
2228,24.1,53.35
1954,24.56,51.92
3512,22.93,61.78
1962,24.05,54.63
2234,25.02,50.61
3438,22.37,61.1
2607,23.08,54.55
2266,21.05,68.73
3092,23.03,0
3500,24.93,52.99
3738,25.44,49.25
3102,24.01,51.16
2040,22.93,58.19
2264,23.06,58.92
2224,23.19,52.96
1850,22.95,59.08
3428,25.83,49.34
1952,21.09,64.29
2294,22.28,53.01
1764,21.67,60.39
2262,24.07,52.61
2216,24.04,54.09
3096,25.22,51.39
2230,25.79,52.82
2323,22.74,59.11
3558,24.57,49.47
1846,21.3,62.04
3432,22.8,63.73
2038,26.88,45.79
2036,21.82,59.41
2292,21.81,59.2
3836,21.5,66.11
3620,24.34,61.54
2232,23.74,55.84
2228,24.16,52.97
1962,24.05,54.15
3512,22.97,62.08
2234,24.8,51.61
3438,22.44,60.52
3436,24.73,53.4
2607,23.22,54.3
3474,24.72,55.4
3472,24.29,49.83
2266,21.25,67.94
3092,23.12,0
3500,24.88,52.87
3738,25.57,48.77
3102,24.06,51.46
2040,22.93,58.46
2264,23.16,59.25
2224,23.04,53.81
3428,25.81,50.76
1850,22.98,59.04
1952,21.35,63.5
2294,22.22,53.01
1764,21.55,60.49
2262,23.94,52.81
2216,23.91,54.53
2230,25.77,53.05
3096,25.23,51.41
1846,21.32,61.75
3558,24.62,49.42
3432,22.82,63.67
2038,26.95,45.6
2036,21.87,59.21
2292,21.89,58.77
3836,21.55,66.05
2232,24.1,54.84
2228,24.33,52.39
1954,24.58,51.8
3512,23.02,61.66
1962,24.09,54.2
3620,23.87,61.18
3474,24.65,55.71
2607,23.4,53.98
3472,24.56,49.49
2266,21.32,69.06
3436,24.66,53.59
3438,22.31,62.06
3092,23.03,0
2234,25.11,50.13
3500,24.93,52.58
3738,25.78,48.29
3102,24.13,51.59
2040,22.67,59.03
2264,23.08,60.01
2224,23.06,53.36
1850,23.06,59.18
3428,25.9,51.21
1952,21.63,62.68
2294,22.18,53.85
1764,21.55,61.43
2262,24.35,52.79
2216,24.06,54.38
2230,25.8,53.18
2323,22.99,58.18
3096,25.28,51.47
3558,24.59,49.75
1846,21.43,63.91
3432,22.86,63.19
2038,26.94,45.64
2036,21.99,58.81
3836,21.84,65.4
2232,24.25,54.71
2228,24.22,52.75
1954,24.66,51.6
3512,22.87,62.26
1962,24.2,53.9
3474,24.86,54.65
2607,23.53,53.44
2266,21.76,66.1
3472,24.38,49.83
3438,22.42,60.78
3500,24.99,52.34
3738,25.79,48.48
2234,24.98,51.11
3092,22.92,0
3102,24.39,51.15
2040,22.67,59.21
2264,23,60
2224,23.25,52.83
3620,24.43,60.47
1850,23.11,58.97
3428,26.06,47.02
1952,21.94,61.78
2294,22.3,53.74
1764,21.47,61.29
2262,24.19,53.1
2216,24.03,54.81
2230,25.72,52.89
2323,23.18,57.22
3096,25.24,51.39
1846,21.44,60.04
3558,24.4,50.56
3432,22.93,62.89
2038,26.81,45.94
2036,21.98,59.45
2292,22.24,58.46
3836,21.71,65.21
2232,24.53,53.9
2228,24.32,52.77
3512,22.69,63.04
1954,24.68,51.52
1962,24.3,54.32
3474,24.7,54.96
2607,23.9,52.73
2266,21.7,66.45
3472,24.65,49.41
3438,22.5,59.66
3436,24.79,53.16
3500,25.01,52.04
3738,25.76,48.4
3092,22.84,0
3102,24.37,51.56
2040,22.81,58.9
2264,22.89,60.91
2234,24.8,51.65
2224,23.48,52.44
3428,26.1,46.75
1952,22.3,60.77
2262,24.06,52.94
1764,21.43,61.37
2230,25.72,53.56
2323,23.12,57.74
3096,25.29,51.26
1846,21.38,64.01
3558,24.49,50.09
3432,23,62.78
2038,26.58,46.63
2216,24.27,53.8
2036,21.97,59.73
2292,22.44,57.32
3836,21.73,65.96
2232,24.72,53.77
1962,24.31,53.13
2228,24.52,52.21
1954,24.77,51.56
3512,22.92,62
3474,24.76,54.97
2607,24.09,51.8
2266,21.94,66.55
3472,24.83,48.97
3438,22.56,61.64
3500,24.93,53.37
3738,25.89,47.69
3436,24.84,53.63
3092,22.91,0
3102,25.09,48.95
2040,22.82,58.67
2264,23.06,59.33
2224,23.5,52.7
1850,23.29,58.74
3428,26.12,48.58
2234,24.72,52.42
1952,22.72,59.3
2262,24.6,51.92
1764,21.53,60.25
2230,25.87,52.88
2294,22.38,53
3620,24.84,58.66
2323,23.25,57.42
2216,24.09,54.7
3558,24.63,49.54
1846,21.44,64.5
3096,25.29,51.2
2038,26.72,46.4
3432,22.94,63.17
2036,21.9,59.64
2292,22.57,56.51
3836,21.67,66.62
2232,24.04,55.14
2228,24.7,51.65
1954,24.79,51.45
1962,24.3,52.35
3512,22.7,62.91
3474,24.72,54.73
2607,24.21,51.47
2266,22.66,63.95
3472,24.92,48.83
3438,22.55,60.58
3500,24.92,52.88
3738,25.84,47.75
3436,24.99,53.24
3102,25.58,47.37
2040,22.92,58.39
2264,23.05,59.5
1952,23.24,57.91
1850,23.29,58.66
3428,26.31,49.81
2234,24.76,52.37
2262,24.31,52.38
1764,21.47,65.66
2230,25.94,52.55
2294,22.4,53.65
2323,23.43,56.79
2216,24.25,54.16
3558,24.48,50.13
1846,21.44,65.35
2038,26.75,46.35
3096,25.25,51.63
3432,23.18,62.58
2036,22.2,58.44
2292,22.75,56.48
3836,21.9,66
2232,23.96,55.75
2228,24.73,51.36
1954,24.89,51.32
1962,24.37,52.84
3512,22.81,62.5
3474,24.83,54.39
3438,22.62,61.49
3472,24.93,48.82
3500,24.98,51.89
3738,25.93,48.14
3436,24.96,53.37
3102,26.22,45.03
3092,22.96,0
2040,23.09,58.47
2264,23.22,59.76
2224,23.66,52.39
1952,24.02,55.6
3428,26.46,47.78
2262,24.49,51.77
1764,21.39,66.37
2234,24.97,51.74
2230,25.87,52.88
2294,22.42,53.99
2323,23.45,56.44
1850,23.39,58.56
2216,24.34,54.23
3096,25.3,51.59
1846,21.39,66.58
2038,26.76,46.23
2036,22.04,59.44
1954,24.98,51.28
3836,22.1,64.49
2292,22.85,54.78
2228,25,50.8
3620,25.15,58.99
3738,25.89,48.42
3836,22.09,65.26
3512,22.95,62.28
2232,24.41,53.87
2228,24.94,51.33
1962,24.49,52.32
3474,24.73,54.68
3472,25.01,48.83
3092,23.1,0
2040,23.36,57.59
2234,24.72,52.92
3096,25.39,51.35
3512,22.91,62.81
2292,22.8,55.57
2228,25.01,50.7
2232,24.3,54.54
2038,26.7,46.23
1954,25.2,50.89
2266,25.76,53.31
3474,25.06,53.26
2607,26.33,46.18
3472,25.08,48.87
3738,25.79,48.64
3620,26.1,56.18
3436,24.78,54.13
3092,23.18,0
2234,24.5,53.8
2040,23.71,56.61
2264,23.18,59.76
2224,23.8,52.22
2216,24.14,55.19
2294,22.98,52.44
3096,25.52,51.26
1764,21.44,64.4
2262,24.69,51.13
3512,23.16,61.78
2036,22.29,58.6
3836,22.14,65.96
1954,25.3,50.61
3432,23.85,60.69
1962,24.74,52.34
3558,24.68,50.16
2266,25.72,53.81
2232,24.15,54.37
2607,26.35,46.11
3474,24.64,54.99
3738,25.94,48.69
3472,25.11,49.05
3436,24.86,53.63
3102,27.67,40.87
3092,23.24,0
3620,26.59,53.74
3438,22.77,60.74
2040,24.19,55.08
2234,24.52,53.83
2264,23.02,59.6
1952,25.87,49.91
2230,25.83,51.96
1764,21.39,65.33
2224,23.78,53.04
2262,24.75,50.83
3428,27.3,45.9
2216,23.85,56.14
2294,22.91,53.68
3096,25.62,51.23
2323,23.93,54.81
2292,23.11,55.64
2036,22.42,58.3
1846,21.55,65.16
3512,23.1,62.34
2232,25.11,52.47
1954,25.42,50.2
3836,22.02,66.58
3432,24.12,59.83
1962,24.8,52.21
2228,25.4,49.52
2038,26.76,46.19
3558,24.75,49.95
2266,25.88,53.75
1850,23.66,58.01
3474,24.99,53.5
3436,24.64,54.21
3472,25.06,49.58
2234,24.16,55.13
3102,28.25,40.14
3438,22.82,60.85
1952,27.1,47.09
2264,23.29,59.53
2040,24.58,54.24
3092,23.31,0
1764,21.49,65.9
2224,23.9,52.01
3620,27.44,51.93
2262,24.74,51.57
3428,27.65,46.19
2230,25.85,52.02
2216,24.21,55.08
2294,22.89,54.49
3096,25.74,51.06
2292,23.45,53.91
2323,23.63,56.69
2036,22.49,56.89
2232,24.73,53.38
1954,25.52,49.94
3836,22.21,65.84
3432,24.35,59.7
1846,21.62,62.6
1850,23.68,57.87
1962,24.8,51.9
3512,22.87,63.35
2228,25.41,49.54
2038,26.83,45.96
3558,24.78,50.26
2266,26.76,51.39
3738,25.92,48.26
2607,26.49,45.91
3474,24.99,54.04
3436,24.75,54.08
3472,25.08,49.79
3102,28.64,39.37
2234,24.42,54.25
3438,22.98,60.46
1952,27.71,45.79
2040,25,53.37
2264,23.26,59.6
3092,23.25,0
1764,21.48,65.41
2262,24.65,51.5
2224,24.37,51.1
3428,27.94,45.88
2230,25.86,51.85
2216,24.73,54.15
2294,22.87,53.64
3096,25.82,50.64
3620,27.03,52.15
2292,23.52,53.94
2323,23.64,56.36
2036,22.45,57.87
2232,25.17,52.59
1954,25.65,49.48
3836,22.07,66.18
3432,24.59,58.63
1962,24.92,52.03
3558,24.93,50.08
2228,25.73,48.8
1846,21.65,62.03
3512,23.19,62.14
2266,27.44,49.76
2038,26.85,45.94
3738,26.01,48.37
2607,26.59,46.57
3474,25.03,53.02
3436,24.94,53.42
3472,25.03,50.4
3102,29.18,38.08
2234,24.6,53.63
1952,28.15,44.56
2264,23.52,58.61
2040,25.34,52.36
2216,24.82,54.07
3428,28.34,45.56
2230,25.83,51.94
3092,23.13,0
2262,24.61,51.91
2224,25.39,49.2
2294,22.92,54.01
3096,25.53,51.03
2292,23.61,54.02
1764,21.43,65
2323,24.01,55.55
2036,22.6,57.8
2232,25.14,52.8
1954,25.77,48.96
3836,22.08,66.21
3432,24.82,57.78
3620,27.77,50.05
1850,23.85,57.69
1962,24.93,51.29
2228,25.93,48.75
1846,21.72,64.56
3512,23.08,62.79
3558,24.98,49.97
2266,27.64,49.88
2038,26.84,45.93
3738,25.98,48.4
2607,27.2,45.26
3474,25,54.42
3436,24.9,53.63
3472,25.01,50.34
3102,29.14,37.94
1952,28.82,43.42
2234,24.55,54.54
3438,23.36,57.64
2264,23.56,59.45
2040,25.84,51
2216,24.92,53.32
3428,28.8,43.84
2230,26.01,52.28
3092,23.19,0
2262,24.43,51.85
1764,21.6,64.41
2224,26.49,46.08
2294,23.08,54.23
2323,24.33,54.53
2292,23.39,55.48
2036,22.48,57.88
3432,25.09,56.44
3836,22.33,65.33
2232,25.65,51.32
1850,23.91,57.67
1962,25.02,51.55
1954,25.93,48.61
2228,26.17,48.35
2038,26.71,45.89
1846,21.76,61.86
3512,23.34,61.62
3558,25.03,49.72
2266,27.7,48.38
3620,28.16,49.53
3738,26.09,48.43
2607,27.44,44.7
3474,25.34,52.75
3436,24.95,53.2
3472,25.08,50.16
3102,29.4,37.66
1952,29.49,42.27
2234,24.41,54.51
3438,23.37,59.8
2264,23.82,57.98
2040,25.93,50.79
2216,25.34,51.61
3428,29.05,44.2
2230,26.01,51.59
3092,23.08,0
1764,21.66,65.08
2262,24.67,51.16
2224,27.22,44.55
3500,25.62,51.36
3096,25.75,50.79
2323,24.18,55.32
2294,23.15,53.19
2292,23.62,54.31
3432,25.26,56.79
3836,22.27,64.96
2036,22.78,57
2232,25.93,50.11
1850,23.96,57.55
1962,25.09,50.84
1954,25.99,48.44
2228,25.87,48.7
2038,26.87,45.66
3512,23.27,62.03
1846,21.86,65.07
3558,24.99,50.21
2266,28.44,46.97
3738,25.94,49.03
2607,28.17,43.19
3620,29.2,47.43
3474,25.31,53.5
3436,25.08,53.05
3472,25.29,49.87
3102,29.54,37.46
1952,30.25,40.46
2234,24.29,55
3438,23.39,58.93
2264,23.98,57.98
2040,26.06,50.86
2216,26.52,49.51
3428,29.29,44.36
2230,25.8,52.38
3092,23.18,0
1764,21.66,64.52
2262,24.98,50.65
2224,28,42.93
3500,25.68,51.04
2323,24.34,55.1
2294,23.22,52.04
2292,23.62,54.27
3096,25.68,50.33
3836,22.46,64.24
3432,25.11,56
2036,22.9,56.35
2232,25.93,50.17
1850,24.05,57.41
1962,25.2,50.63
1954,26.1,48.48
2228,25.95,48.73
2038,26.84,45.75
1846,21.85,62.62
3512,23.41,62.07
3558,24.93,50.88
2266,29.27,44.92
3738,26.07,48.51
2607,28.7,42.05
3474,25.19,53.3
3436,24.95,53.78
3102,29.27,38.08
3472,24.68,51.43
3620,30.02,45.09
1952,30.75,39.75
2234,24.41,55.05
3438,23.31,58.2
2264,24.19,57.64
2040,26.66,49.22
2216,26.56,49.34
3092,23.3,0
1764,21.67,63.64
3428,29.59,40.4
2262,24.7,50.4
2230,25.87,52.89
2224,28.31,42.38
3500,25.71,51.51
2323,24.39,54.81
2292,23.78,54.67
2294,23.26,53.84
3096,25.69,50.27
3432,25.39,55.2
3836,22.89,61.56
2232,26.22,49.79
2036,22.77,57.22
1850,24.19,57.54
1962,25.27,50.62
1954,26.22,48.03
2228,26.38,48.28
2038,26.83,45.75
3512,23.38,62.77
1846,21.97,63.66
2266,29.1,44.81
3558,25.06,50.51
3738,25.82,49.21
2607,29.29,41.22
3474,25.08,54.11
3102,29.03,38.71
3436,24.96,54.11
1952,31.38,38.6
3472,24.95,51.14
2234,24.71,54.18
3438,23.41,58.1
2264,24.45,57.57
2040,26.98,47.96
3620,30.59,44.88
2216,27.31,46.45
3092,23.36,0
1764,21.85,62.67
3428,29.59,42.01
2262,24.75,51.17
2230,26.11,53.23
2224,28.84,41.15
3500,25.75,51.54
2323,24.46,54.8
2292,24.24,50.98
2294,23.38,53.17
3096,25.75,50.11
3836,22.9,62.34
3432,25.61,54.72
2232,26.37,49.73
2036,22.96,56.46
1850,24.27,57.31
1962,25.31,51.09
1954,26.34,47.96
2228,26.9,46.67
2038,26.9,45.78
1846,22.06,63.82
3512,23.68,61.73
2266,29.36,44.45
3558,24.98,50.99
3738,25.88,49.75
2607,28.31,43.11
3474,25.08,52.57
3102,29.88,37.08
1952,32.02,37.82
3436,24.88,53.9
3472,24.91,50.92
2234,24.75,53.82
3438,23.49,58.12
2264,24.61,57.57
2040,26.98,47.83
2216,29.18,43.07
3092,23.44,0
1764,21.92,64.31
3428,29.72,42.02
3620,30.83,43.96
2262,24.85,51.02
2230,26.09,53.66
2224,29.4,39.85
3500,25.81,51.44
2323,24.58,54.39
2292,24.39,50.09
2294,23.45,54.16
3432,25.8,54.2
3836,22.82,62.58
2232,26.56,49.37
3096,25.47,50.49
2036,22.84,57.38
1850,24.37,56.96
1962,25.45,50.82
1954,26.43,48.04
2228,26.99,46.41
2038,27.02,45.65
1846,22.11,61.83
3512,23.93,60.94
3558,25.03,50.77
2266,29.02,44.15
3738,25.8,48.99
2607,29.15,41.77
3474,25.24,52.97
3102,29.61,37.54
1952,32.38,37.87
3436,25.22,53.05
3472,25.05,50.38
2234,25.03,53.13
2264,24.82,57.21
2040,27.34,47.08
2216,28.41,44.51
1764,22.03,63.16
3092,23.49,0
2262,24.99,50.86
2230,25.96,53.74
3500,25.84,51.3
2224,29.81,40.13
2323,24.83,53.98
2292,24.87,49.5
2294,23.49,55.44
3432,26.05,53.48
3836,22.92,62.24
2232,26.8,48.28
3620,30.75,44.81
1850,24.49,56.71
2036,22.84,57.54
1962,25.5,50.2
3096,25.61,50.84
1954,26.56,48
2228,27.22,46.01
2038,27.03,46.12
1846,22.23,65
3512,24.17,60.52
2266,30.79,41.9
3558,25.19,50.25
3738,25.96,48.84
2607,28.01,44.05
3474,25.46,53.03
3102,29.3,38.39
1952,33.06,37.03
3436,25.41,52.57
3472,25,50.37
2234,24.77,54.05
3438,23.52,58.09
2264,24.7,57.81
2040,27.66,46.64
2216,27.45,46.19
1764,22.11,64.87
3092,23.52,0
2262,24.92,51.12
2230,26.04,52.63
3500,25.87,51.35
3428,30.12,51.05
2224,30.37,38.93
2323,25.31,52.75
2292,25.51,48.09
3432,26.27,52.95
2294,23.57,54.99
3836,23,61.94
2232,27.23,46.99
1850,24.62,55.94
2036,23.08,56.55
1962,25.6,50.17
1954,26.7,47.02
3096,25.75,51.17
2228,27.45,45.61
3620,30.83,43.47
2038,26.93,46.85
1846,22.35,63.32
3512,24.05,61.38
3558,25.2,49.85
2266,31.24,41.06
3738,25.91,49.67
2607,29.16,41.68
3474,25.84,51.24
3102,30.09,36.99
1952,33.61,35.89
3436,25.56,52.37
3472,25.16,50.47
2234,24.91,53.78
3438,23.62,58.17
2264,24.79,57.55
2040,28.12,45.8
2216,29.95,41.67
1764,22.07,63.59
3092,23.38,0
2262,24.97,50.7
2230,26.09,52.43
3428,30.5,42.39
2323,25.58,52
2224,30.68,37.77
2292,26.21,46.5
3432,26.5,52.51
3836,23.12,61.43
2232,27.39,46.53
2294,23.61,55.93
1850,24.86,55.44
1962,25.67,50.6
2036,23.07,56.98
1954,26.79,46.52
3096,25.86,50.97
2228,27.9,44.54
2038,26.93,47.1
1846,22.44,65.19
3512,24.81,58.75
2266,31.33,40.38
3558,25.38,49.37
3738,26.05,49.24
2607,28.51,42.86
3620,30.33,44.69
3472,25.41,49.46
1952,34.26,34.69
3436,25.66,51.77
3102,30.84,35.46
2040,28.26,45.87
2216,31.4,38.55
2224,30.88,37.36
3092,23.35,0
2264,24.81,57.87
3428,30.8,44.52
2323,25.87,51.11
3836,23.31,60.29
2232,27.79,46.07
3432,26.52,52.15
1850,25.17,54.62
1962,25.67,49.73
1954,26.81,46.83
3096,26.01,50.23
2228,27.92,44.71
2036,23.05,57
2294,23.66,54.45
1846,22.51,62.8
2292,26.45,46.08
3558,25.5,49.15
2266,32.53,37.75
3738,26.24,48.81
3474,25.73,49.85
2607,28.97,41.66
3512,25.44,56.97
3102,30.82,35.56
1952,34.24,35.42
3472,25.41,49.32
2234,24.89,53.88
3436,25.84,51.35
3620,30.75,44.13
2040,28.12,46.02
2216,28.48,43.84
1764,22.33,62.06
2264,25.01,58
3438,23.84,57.92
2262,25.38,50.65
2230,26.16,52
3092,23.44,0
2323,26.11,50.29
3428,31.09,40.69
2224,31.44,37.37
3836,23.55,59.51
2232,28.17,45.36
3432,26.51,52.58
1850,25.18,54.55
1962,25.75,49.5
1954,27,46.55
2036,23.11,57.1
3096,25.77,50.54
2228,28.4,43.54
2294,23.62,57.44
2292,26.83,45.73
3500,25.76,51.45
1846,22.61,61.7
3558,25.48,49.61
2038,26.98,47.03
2266,31.9,38.67
3738,26.32,49.49
3512,26.44,54.62
3474,25.85,50.74
2607,29.66,40.84
3102,31.4,34.64
1952,34.26,35.03
3472,25.15,50.32
2234,24.94,54.08
3436,25.66,52.47
2040,28.17,45.52
2216,29.82,41.91
1764,22.43,63.16
3620,31.08,42.77
2264,25.04,57.8
3438,23.92,57.25
2262,25.41,50.28
2230,26.16,52.04
2323,26.15,50.76
3092,23.57,0
3428,31.34,39.96
2224,31.57,36.48
3836,23.58,59.95
2232,27.04,47.2
3432,26.73,51.69
1850,25.32,54.73
1962,25.96,49.16
1954,27.13,46.97
2036,23.14,57.05
3096,25.86,50.97
2228,28.57,43.72
3500,25.82,51.08
2292,27.55,44.23
1846,22.67,61.08
3558,25.54,49.28
2294,23.68,56.32
2038,27.03,46.92
2266,32.8,37.86
3738,26.25,49.39
3512,27.75,50.76
3474,25.76,49.23
2607,29.8,40.3
1952,33.72,34.77
3102,31.75,34.04
2234,25.32,52.87
3472,25.19,50.17
3436,25.83,51.75
2040,28.67,44.59
2216,31.69,38.74
3326,31.66,38.84
1764,22.49,63.27
2264,25.24,57.22
3438,23.9,57.23
2262,25.57,49.91
2230,26.18,51.74
2323,26.36,50.6
3092,23.6,0
3428,31.5,39.38
2224,31.58,36.65
3836,23.63,59.74
3620,31.39,42.87
2232,27.22,47.11
3432,26.84,51.92
1850,25.51,55.02
1962,25.99,49.63
1954,27.26,46.95
2036,23.27,56.62
3096,26.15,50.39
2292,28.33,42.13
2294,23.79,54.3
1846,22.77,62.26
3558,25.59,49.27
2228,28.41,43.93
2038,27.03,46.67
3500,25.83,51.12
2266,32.81,39.01
3738,26.26,49.08
3512,28.73,47.78
3474,25.83,49.76
2607,30.72,38.46
1952,33.47,35.58
3102,31.78,34.17
3472,25.57,49.28
2234,25.26,53.11
3436,25.82,51.69
2040,28.81,44.44
2216,31.07,39.78
1764,22.71,63.3
2264,25.59,56.25
3438,23.95,57.57
2262,25.6,49.92
2230,25.89,52.51
3428,31.44,38.42
2323,26.83,49.41
3836,23.94,59.06
3092,23.71,0
2232,27.81,46.05
3432,26.96,51.33
2224,31.37,37.15
1962,26.04,49.68
1850,25.6,54.12
1954,27.4,46.36
2036,23.36,56.67
3620,29.87,45.36
2292,28.51,42.05
3096,25.76,51.02
1846,22.88,61.3
2228,28.26,44.32
3558,25.59,49.27
2294,23.78,55.33
2038,26.99,46.8
3500,25.88,51.03
2266,32.03,38.75
3738,26.38,48.27
3512,28.99,47.25
3474,26,49.05
2607,30.65,39
1952,33.77,34.93
3102,32.58,32.53
2234,25.11,53.41
3472,25.13,50.73
3436,26.08,51.61
2040,28.91,44.11
2216,32.2,37.48
1764,22.8,63.37
2264,25.83,56.07
3438,24,57.49
2262,25.95,49.25
2230,26.11,52.42
2323,27.12,49.11
3428,31.65,36.5
3836,24.22,57.46
2232,28.29,44.5
3092,23.77,0
3432,27.26,50.69
2224,31.55,37.95
1962,26.17,49.51
1850,25.7,53.48
1954,27.45,45.77
2036,23.43,56.24
2292,29.1,40.77
1846,22.96,60.1
3558,25.55,50.04
2228,28.77,43.36
3096,25.97,51.11
2294,23.84,53.87
2038,27.01,47.39
3500,25.97,50.96
2266,31.43,40.04
3620,31.23,42.77
3738,26.43,48.16
3512,29.93,45.05
3474,25.9,49.54
2607,30.35,39.17
1952,34.22,34.34
3102,31.58,34.95
2234,25.26,53.04
3472,25.31,50.39
3436,26.19,51.44
2040,29.64,41.58
2216,33.46,35.62
1764,22.96,62.14
2264,26.07,55.82
3438,24.03,57.49
2262,25.76,50.08
2230,26.16,53.03
2323,27.37,49.18
3428,31.81,36.15
3836,24.24,58.26
2232,28.67,43.83
3092,23.76,0
3432,27.57,50.25
2224,31.8,37.06
1850,25.82,53.03
1962,26.32,49.55
1954,27.61,45.46
2036,23.48,55.86
2292,29.29,41.25
1846,23.04,60.14
2228,29.22,42.63
3558,25.57,49.43
3096,26.14,50.61
2294,23.87,55.14
2038,27.02,47.22
3500,26.07,50.97
2266,31.87,39
3738,26.63,48.1
3512,30.51,43.45
3474,26.3,48.89
2607,29.87,40.63
3620,31.58,42.51
1952,34.56,33.85
3102,31.45,35.26
2234,25.48,52.64
3472,25.12,51.13
2040,29.81,41.43
3436,26.13,51.09
2216,31.61,38.41
1764,23.1,61.52
2264,26.16,55.12
3438,24.11,57.25
2262,26.07,49.49
2230,26.21,53.19
2323,27.63,48.22
3428,31.36,36.81
3836,24.14,58.51
2232,28.81,43.31
3432,27.81,50.1
3092,24.05,0
2224,32.41,36.43
1962,26.43,49.14
1850,25.96,53.09
1954,27.62,45.44
2036,23.59,55.69
2292,29.69,40.76
1846,23.18,61.04
2228,28.86,43.58
3558,25.68,49.53
2294,24,54.3
3096,26.38,49.65
2038,27.09,46.71
3500,26.17,50.77
2266,32.15,38.08
3738,26.55,47.77
3512,30.6,43.05
3474,26.37,48.41
2607,30.57,39.25
3102,31.84,34.81
2234,25.09,54.4
2040,30.09,40.85
3620,32.02,40.93
3436,26.44,50.86
2216,29.09,43.56
3472,25.36,50.45
2264,26.5,54.01
1764,23.26,62.69
3428,31.5,35.53
2323,27.78,47.9
