sensor_id,location,lat,lon,temperature,humidity,date,time
3436,1731,42.693,23.359,34.19,28.59,01-07-2017,18:56:17
2264,1139,42.671,23.31,32.54,36.62,01-07-2017,18:56:18
1952,976,42.709,23.398,31.43,36.66,01-07-2017,18:56:28
3836,1933,42.702,23.371,31.62,34.74,01-07-2017,18:56:31
3092,1556,42.666,23.284,32.28,0.0,01-07-2017,18:56:35
3428,1727,42.624,23.406,32.27,33.98,01-07-2017,18:56:38
3438,1732,42.738,23.293,32.75,32.13,01-07-2017,18:56:43
3096,1558,42.7,23.36,34.1,29.72,01-07-2017,18:56:45
2607,1313,42.66,23.319,33.81,28.59,01-07-2017,18:56:48
2262,1138,42.691,23.324,33.36,30.53,01-07-2017,18:56:57
2040,1025,42.686,23.351,32.03,32.39,01-07-2017,18:56:58
1846,923,42.64,23.31,33.98,28.58,01-07-2017,18:57:03
3474,1751,42.68,23.293,32.87,32.2,01-07-2017,18:57:09
2216,1114,42.664,23.373,33.15,31.68,01-07-2017,18:57:09
2038,1024,42.694,23.32,35.3,27.9,01-07-2017,18:57:12
3558,1793,42.671,23.364,33.95,25.05,01-07-2017,18:57:18
3432,1729,42.71,23.419,33.35,34.16,01-07-2017,18:57:18
2266,1140,42.738,23.272,31.37,38.31,01-07-2017,18:57:21
3620,1824,42.678,23.254,31.76,41.19,01-07-2017,18:57:27
1962,981,42.69,23.324,33.59,30.78,01-07-2017,18:57:31
3738,1884,42.7,23.332,34.62,28.02,01-07-2017,18:57:40
1954,977,42.704,23.354,34.35,31.1,01-07-2017,18:57:42
2224,1118,42.651,23.335,32.87,30.52,01-07-2017,18:57:47
2232,1122,42.685,23.301,35.59,28.63,01-07-2017,18:57:47
2234,1123,42.685,23.356,33.87,27.2,01-07-2017,18:57:47
3500,1764,42.703,23.349,34.93,27.98,01-07-2017,18:57:52
1764,879,42.622,23.366,31.97,31.91,01-07-2017,18:58:15
3512,1770,42.683,23.335,32.11,33.8,01-07-2017,18:58:17
1850,925,42.677,23.311,31.83,35.69,01-07-2017,18:58:20
2230,1121,42.692,23.332,32.72,33.72,01-07-2017,18:58:20
3102,1561,42.665,23.392,32.68,29.08,01-07-2017,18:58:21
2323,1172,42.686,23.4,32.68,32.91,01-07-2017,18:58:21
2228,1120,42.693,23.333,33.61,31.56,01-07-2017,18:58:30
2292,1154,42.663,23.273,31.33,33.05,01-07-2017,18:58:32
2294,1155,42.645,23.265,27.96,41.45,01-07-2017,18:58:37
3472,1750,42.669,23.318,33.39,28.22,01-07-2017,18:58:38
2036,1023,42.657,23.349,31.8,31.52,01-07-2017,18:58:38
2264,1139,42.671,23.31,32.57,34.31,01-07-2017,18:58:44
3436,1731,42.693,23.359,33.92,29.72,01-07-2017,18:58:46
1952,976,42.709,23.398,31.28,37.2,01-07-2017,18:58:56
3836,1933,42.702,23.371,31.5,35.7,01-07-2017,18:58:57
3092,1556,42.666,23.284,32.12,0.0,01-07-2017,18:59:01
3428,1727,42.624,23.406,32.27,33.98,01-07-2017,18:59:05
3328,1676,42.675,23.356,33.86,26.0,01-07-2017,18:59:06
3438,1732,42.738,23.293,32.62,32.28,01-07-2017,18:59:09
3096,1558,42.7,23.36,33.96,30.35,01-07-2017,18:59:13
2607,1313,42.66,23.319,33.81,28.44,01-07-2017,18:59:14
2262,1138,42.691,23.324,33.34,30.39,01-07-2017,18:59:23
2040,1025,42.686,23.351,32.04,32.98,01-07-2017,18:59:24
1846,923,42.64,23.31,33.78,28.75,01-07-2017,18:59:29
3474,1751,42.68,23.293,32.87,31.96,01-07-2017,18:59:35
2216,1114,42.664,23.373,33.13,31.5,01-07-2017,18:59:36
2038,1024,42.694,23.32,35.3,27.92,01-07-2017,18:59:38
3432,1729,42.71,23.419,33.35,34.64,01-07-2017,18:59:44
3558,1793,42.671,23.364,33.93,25.53,01-07-2017,18:59:45
2266,1140,42.738,23.272,31.2,38.54,01-07-2017,18:59:48
1962,981,42.69,23.324,33.53,30.4,01-07-2017,18:59:58
3738,1884,42.7,23.332,34.58,27.95,01-07-2017,19:00:07
1954,977,42.704,23.354,34.15,31.58,01-07-2017,19:00:08
2234,1123,42.685,23.356,33.82,27.26,01-07-2017,19:00:12
2224,1118,42.651,23.335,32.79,30.58,01-07-2017,19:00:15
3620,1824,42.678,23.254,32.06,40.16,01-07-2017,19:00:17
2232,1122,42.685,23.301,35.72,28.46,01-07-2017,19:00:17
3500,1764,42.703,23.349,34.78,28.99,01-07-2017,19:00:18
1764,879,42.622,23.366,31.93,31.99,01-07-2017,19:00:41
3512,1770,42.683,23.335,32.21,33.16,01-07-2017,19:00:43
2230,1121,42.692,23.332,32.69,33.88,01-07-2017,19:00:46
1850,925,42.677,23.311,31.74,36.65,01-07-2017,19:00:47
3102,1561,42.665,23.392,32.58,29.39,01-07-2017,19:00:48
2323,1172,42.686,23.4,32.54,33.38,01-07-2017,19:00:48
2228,1120,42.693,23.333,33.5,31.36,01-07-2017,19:00:56
2292,1154,42.663,23.273,31.47,32.4,01-07-2017,19:00:58
2294,1155,42.645,23.265,27.9,41.38,01-07-2017,19:01:03
2036,1023,42.657,23.349,31.54,32.06,01-07-2017,19:01:06
3472,1750,42.669,23.318,33.4,30.89,01-07-2017,19:01:07
2264,1139,42.671,23.31,32.5,35.06,01-07-2017,19:01:11
3436,1731,42.693,23.359,33.56,29.98,01-07-2017,19:01:16
3836,1933,42.702,23.371,31.22,36.13,01-07-2017,19:01:24
1952,976,42.709,23.398,30.97,38.11,01-07-2017,19:01:25
3092,1556,42.666,23.284,32.07,0.0,01-07-2017,19:01:28
3428,1727,42.624,23.406,32.24,33.99,01-07-2017,19:01:31
3328,1676,42.675,23.356,33.78,26.07,01-07-2017,19:01:35
3438,1732,42.738,23.293,32.52,32.65,01-07-2017,19:01:36
2607,1313,42.66,23.319,33.67,28.57,01-07-2017,19:01:41
3096,1558,42.7,23.36,33.88,30.78,01-07-2017,19:01:41
2262,1138,42.691,23.324,33.31,30.57,01-07-2017,19:01:50
2040,1025,42.686,23.351,32.0,32.71,01-07-2017,19:01:51
1846,923,42.64,23.31,33.39,29.36,01-07-2017,19:01:56
3474,1751,42.68,23.293,32.84,31.81,01-07-2017,19:02:02
2216,1114,42.664,23.373,33.09,32.08,01-07-2017,19:02:02
2038,1024,42.694,23.32,35.31,27.95,01-07-2017,19:02:05
3432,1729,42.71,23.419,33.24,34.88,01-07-2017,19:02:11
3558,1793,42.671,23.364,33.86,25.33,01-07-2017,19:02:12
2266,1140,42.738,23.272,30.82,39.81,01-07-2017,19:02:14
1962,981,42.69,23.324,33.49,30.82,01-07-2017,19:02:24
3738,1884,42.7,23.332,34.56,28.49,01-07-2017,19:02:33
1954,977,42.704,23.354,33.91,32.06,01-07-2017,19:02:35
2234,1123,42.685,23.356,33.56,27.84,01-07-2017,19:02:38
2224,1118,42.651,23.335,32.92,30.49,01-07-2017,19:02:43
2232,1122,42.685,23.301,35.69,28.5,01-07-2017,19:02:44
3500,1764,42.703,23.349,34.63,29.16,01-07-2017,19:02:45
3620,1824,42.678,23.254,31.91,39.56,01-07-2017,19:03:06
1764,879,42.622,23.366,31.9,32.37,01-07-2017,19:03:08
3512,1770,42.683,23.335,32.1,33.79,01-07-2017,19:03:11
1850,925,42.677,23.311,31.67,36.33,01-07-2017,19:03:13
2230,1121,42.692,23.332,32.65,34.09,01-07-2017,19:03:13
3102,1561,42.665,23.392,32.47,29.52,01-07-2017,19:03:14
2323,1172,42.686,23.4,32.44,32.99,01-07-2017,19:03:15
2228,1120,42.693,23.333,33.3,31.99,01-07-2017,19:03:23
2292,1154,42.663,23.273,31.42,33.66,01-07-2017,19:03:25
2294,1155,42.645,23.265,27.85,42.3,01-07-2017,19:03:30
2036,1023,42.657,23.349,31.44,32.39,01-07-2017,19:03:34
3472,1750,42.669,23.318,33.34,28.58,01-07-2017,19:03:36
2264,1139,42.671,23.31,32.55,36.9,01-07-2017,19:03:37
3436,1731,42.693,23.359,33.39,31.89,01-07-2017,19:03:45
3836,1933,42.702,23.371,30.96,37.64,01-07-2017,19:03:50
3092,1556,42.666,23.284,31.98,0.0,01-07-2017,19:03:54
1952,976,42.709,23.398,30.79,38.61,01-07-2017,19:03:57
3428,1727,42.624,23.406,32.08,34.0,01-07-2017,19:03:58
3438,1732,42.738,23.293,32.35,32.83,01-07-2017,19:04:02
2607,1313,42.66,23.319,33.54,29.33,01-07-2017,19:04:07
3096,1558,42.7,23.36,33.75,31.09,01-07-2017,19:04:08
2262,1138,42.691,23.324,33.34,30.47,01-07-2017,19:04:16
2040,1025,42.686,23.351,31.95,33.07,01-07-2017,19:04:17
1846,923,42.64,23.31,33.46,29.08,01-07-2017,19:04:22
3474,1751,42.68,23.293,32.83,31.82,01-07-2017,19:04:28
2216,1114,42.664,23.373,32.72,32.97,01-07-2017,19:04:29
2038,1024,42.694,23.32,35.3,27.98,01-07-2017,19:04:31
3432,1729,42.71,23.419,33.01,35.89,01-07-2017,19:04:37
3558,1793,42.671,23.364,33.78,25.8,01-07-2017,19:04:39
2266,1140,42.738,23.272,30.55,40.69,01-07-2017,19:04:41
1962,981,42.69,23.324,33.34,30.41,01-07-2017,19:04:51
3738,1884,42.7,23.332,34.48,28.57,01-07-2017,19:05:00
1954,977,42.704,23.354,33.8,32.26,01-07-2017,19:05:01
2224,1118,42.651,23.335,32.82,30.33,01-07-2017,19:05:11
2234,1123,42.685,23.356,33.39,27.83,01-07-2017,19:05:11
3500,1764,42.703,23.349,34.5,29.45,01-07-2017,19:05:12
2232,1122,42.685,23.301,35.92,28.39,01-07-2017,19:05:26
1764,879,42.622,23.366,31.89,32.21,01-07-2017,19:05:34
3512,1770,42.683,23.335,32.07,33.59,01-07-2017,19:05:37
2230,1121,42.692,23.332,32.6,34.64,01-07-2017,19:05:39
1850,925,42.677,23.311,31.59,36.5,01-07-2017,19:05:40
3102,1561,42.665,23.392,32.48,29.54,01-07-2017,19:05:41
2323,1172,42.686,23.4,32.3,34.13,01-07-2017,19:05:41
2228,1120,42.693,23.333,33.18,32.73,01-07-2017,19:05:49
2292,1154,42.663,23.273,31.15,34.4,01-07-2017,19:05:51
2294,1155,42.645,23.265,27.77,41.87,01-07-2017,19:05:56
3620,1824,42.678,23.254,31.99,40.06,01-07-2017,19:05:56
2036,1023,42.657,23.349,31.26,33.26,01-07-2017,19:06:02
3472,1750,42.669,23.318,33.33,30.72,01-07-2017,19:06:04
2264,1139,42.671,23.31,32.47,37.27,01-07-2017,19:06:04
3436,1731,42.693,23.359,33.24,32.21,01-07-2017,19:06:14
3836,1933,42.702,23.371,30.85,38.42,01-07-2017,19:06:17
3092,1556,42.666,23.284,32.05,0.0,01-07-2017,19:06:21
3428,1727,42.624,23.406,32.03,34.1,01-07-2017,19:06:24
1952,976,42.709,23.398,30.63,39.3,01-07-2017,19:06:24
3438,1732,42.738,23.293,32.28,32.81,01-07-2017,19:06:29
2607,1313,42.66,23.319,33.46,29.33,01-07-2017,19:06:34
3096,1558,42.7,23.36,33.64,31.27,01-07-2017,19:06:36
2262,1138,42.691,23.324,33.37,30.57,01-07-2017,19:06:43
2040,1025,42.686,23.351,31.82,33.52,01-07-2017,19:06:44
1846,923,42.64,23.31,33.26,29.26,01-07-2017,19:06:49
3474,1751,42.68,23.293,32.82,31.37,01-07-2017,19:06:55
2216,1114,42.664,23.373,32.79,32.79,01-07-2017,19:06:56
2038,1024,42.694,23.32,35.3,28.16,01-07-2017,19:06:58
3432,1729,42.71,23.419,32.92,35.98,01-07-2017,19:07:04
3558,1793,42.671,23.364,33.7,25.52,01-07-2017,19:07:05
2266,1140,42.738,23.272,30.4,41.47,01-07-2017,19:07:07
1962,981,42.69,23.324,33.4,30.41,01-07-2017,19:07:18
3738,1884,42.7,23.332,34.19,29.78,01-07-2017,19:07:26
1954,977,42.704,23.354,33.69,32.68,01-07-2017,19:07:28
2234,1123,42.685,23.356,33.48,28.41,01-07-2017,19:07:36
3500,1764,42.703,23.349,34.37,29.77,01-07-2017,19:07:38
2224,1118,42.651,23.335,32.81,30.51,01-07-2017,19:07:39
1764,879,42.622,23.366,31.85,32.48,01-07-2017,19:08:01
3512,1770,42.683,23.335,32.11,34.09,01-07-2017,19:08:04
2232,1122,42.685,23.301,36.22,28.02,01-07-2017,19:08:06
1850,925,42.677,23.311,31.51,37.05,01-07-2017,19:08:06
2230,1121,42.692,23.332,32.58,34.92,01-07-2017,19:08:06
3102,1561,42.665,23.392,32.49,29.48,01-07-2017,19:08:07
2323,1172,42.686,23.4,32.18,34.27,01-07-2017,19:08:08
2228,1120,42.693,23.333,33.06,32.12,01-07-2017,19:08:16
2292,1154,42.663,23.273,30.89,35.11,01-07-2017,19:08:18
2294,1155,42.645,23.265,27.65,42.28,01-07-2017,19:08:23
2036,1023,42.657,23.349,31.08,33.19,01-07-2017,19:08:29
2264,1139,42.671,23.31,32.43,37.4,01-07-2017,19:08:30
3472,1750,42.669,23.318,33.22,30.03,01-07-2017,19:08:33
3436,1731,42.693,23.359,33.0,32.25,01-07-2017,19:08:42
3836,1933,42.702,23.371,30.92,38.06,01-07-2017,19:08:43
3620,1824,42.678,23.254,31.79,40.73,01-07-2017,19:08:46
3092,1556,42.666,23.284,31.64,0.0,01-07-2017,19:08:47
3428,1727,42.624,23.406,31.89,34.51,01-07-2017,19:08:51
1952,976,42.709,23.398,30.47,39.56,01-07-2017,19:08:51
3438,1732,42.738,23.293,32.2,33.1,01-07-2017,19:08:55
2607,1313,42.66,23.319,33.38,29.61,01-07-2017,19:09:00
3096,1558,42.7,23.36,33.68,31.57,01-07-2017,19:09:06
2262,1138,42.691,23.324,33.28,30.73,01-07-2017,19:09:09
2040,1025,42.686,23.351,31.79,33.81,01-07-2017,19:09:10
1846,923,42.64,23.31,33.14,29.3,01-07-2017,19:09:15
3474,1751,42.68,23.293,32.74,32.15,01-07-2017,19:09:21
2216,1114,42.664,23.373,32.73,32.88,01-07-2017,19:09:23
2038,1024,42.694,23.32,35.16,28.18,01-07-2017,19:09:24
3432,1729,42.71,23.419,32.97,36.31,01-07-2017,19:09:30
3558,1793,42.671,23.364,33.68,25.75,01-07-2017,19:09:32
2266,1140,42.738,23.272,30.3,41.34,01-07-2017,19:09:34
1962,981,42.69,23.324,33.38,30.76,01-07-2017,19:09:45
3738,1884,42.7,23.332,33.99,30.46,01-07-2017,19:09:53
1954,977,42.704,23.354,33.57,32.98,01-07-2017,19:09:54
2234,1123,42.685,23.356,33.76,27.74,01-07-2017,19:10:02
3500,1764,42.703,23.349,34.26,29.6,01-07-2017,19:10:05
2224,1118,42.651,23.335,32.81,30.22,01-07-2017,19:10:07
1764,879,42.622,23.366,31.83,32.2,01-07-2017,19:10:27
3512,1770,42.683,23.335,31.93,35.61,01-07-2017,19:10:30
2230,1121,42.692,23.332,32.54,34.93,01-07-2017,19:10:32
2232,1122,42.685,23.301,35.82,29.03,01-07-2017,19:10:33
1850,925,42.677,23.311,31.43,36.3,01-07-2017,19:10:33
3102,1561,42.665,23.392,32.51,29.45,01-07-2017,19:10:34
2323,1172,42.686,23.4,32.19,33.79,01-07-2017,19:10:35
2228,1120,42.693,23.333,33.14,33.09,01-07-2017,19:10:42
2292,1154,42.663,23.273,30.7,35.22,01-07-2017,19:10:45
2294,1155,42.645,23.265,27.52,42.38,01-07-2017,19:10:49
2036,1023,42.657,23.349,31.23,32.97,01-07-2017,19:10:57
2264,1139,42.671,23.31,32.37,37.26,01-07-2017,19:10:57
3472,1750,42.669,23.318,33.23,27.06,01-07-2017,19:11:02
3836,1933,42.702,23.371,30.59,38.46,01-07-2017,19:11:10
3436,1731,42.693,23.359,32.83,33.5,01-07-2017,19:11:11
3092,1556,42.666,23.284,31.34,0.0,01-07-2017,19:11:14
3428,1727,42.624,23.406,31.77,34.77,01-07-2017,19:11:17
1952,976,42.709,23.398,30.21,40.45,01-07-2017,19:11:20
3438,1732,42.738,23.293,32.18,33.38,01-07-2017,19:11:22
2607,1313,42.66,23.319,33.34,28.39,01-07-2017,19:11:27
3096,1558,42.7,23.36,33.56,31.86,01-07-2017,19:11:33
3620,1824,42.678,23.254,32.21,39.63,01-07-2017,19:11:35
2262,1138,42.691,23.324,33.22,30.85,01-07-2017,19:11:36
2040,1025,42.686,23.351,31.7,34.46,01-07-2017,19:11:37
1846,923,42.64,23.31,33.34,29.01,01-07-2017,19:11:42
3474,1751,42.68,23.293,32.72,32.44,01-07-2017,19:11:48
2216,1114,42.664,23.373,32.8,32.82,01-07-2017,19:11:49
2038,1024,42.694,23.32,35.06,28.77,01-07-2017,19:11:51
3432,1729,42.71,23.419,32.93,36.63,01-07-2017,19:11:57
3558,1793,42.671,23.364,33.58,25.87,01-07-2017,19:11:58
2266,1140,42.738,23.272,30.28,41.25,01-07-2017,19:12:00
1962,981,42.69,23.324,33.27,30.9,01-07-2017,19:12:11
3738,1884,42.7,23.332,33.88,30.84,01-07-2017,19:12:19
1954,977,42.704,23.354,33.5,33.22,01-07-2017,19:12:21
2234,1123,42.685,23.356,33.83,27.79,01-07-2017,19:12:27
3500,1764,42.703,23.349,34.15,29.82,01-07-2017,19:12:31
2224,1118,42.651,23.335,32.73,30.35,01-07-2017,19:12:35
1764,879,42.622,23.366,31.82,32.84,01-07-2017,19:12:54
3512,1770,42.683,23.335,31.76,36.07,01-07-2017,19:12:57
1850,925,42.677,23.311,31.39,37.34,01-07-2017,19:12:59
2230,1121,42.692,23.332,32.5,35.39,01-07-2017,19:12:59
3102,1561,42.665,23.392,32.51,29.44,01-07-2017,19:13:00
2323,1172,42.686,23.4,31.92,33.9,01-07-2017,19:13:01
2232,1122,42.685,23.301,36.02,29.13,01-07-2017,19:13:05
2228,1120,42.693,23.333,32.92,33.79,01-07-2017,19:13:09
2292,1154,42.663,23.273,30.79,34.3,01-07-2017,19:13:11
2294,1155,42.645,23.265,27.46,42.92,01-07-2017,19:13:16
2264,1139,42.671,23.31,32.29,37.25,01-07-2017,19:13:23
2036,1023,42.657,23.349,31.05,33.29,01-07-2017,19:13:25
3472,1750,42.669,23.318,33.25,27.57,01-07-2017,19:13:31
3836,1933,42.702,23.371,30.81,37.69,01-07-2017,19:13:36
3092,1556,42.666,23.284,31.28,0.0,01-07-2017,19:13:40
3436,1731,42.693,23.359,32.64,33.69,01-07-2017,19:13:40
3428,1727,42.624,23.406,31.82,34.82,01-07-2017,19:13:44
3438,1732,42.738,23.293,32.12,33.86,01-07-2017,19:13:48
1952,976,42.709,23.398,30.4,40.06,01-07-2017,19:13:48
2607,1313,42.66,23.319,33.29,29.12,01-07-2017,19:13:53
2262,1138,42.691,23.324,33.07,32.12,01-07-2017,19:14:02
3096,1558,42.7,23.36,33.47,32.3,01-07-2017,19:14:02
2040,1025,42.686,23.351,31.56,35.18,01-07-2017,19:14:03
1846,923,42.64,23.31,33.19,28.93,01-07-2017,19:14:08
3474,1751,42.68,23.293,32.72,32.38,01-07-2017,19:14:14
2216,1114,42.664,23.373,32.76,32.71,01-07-2017,19:14:16
2038,1024,42.694,23.32,35.1,29.56,01-07-2017,19:14:17
3432,1729,42.71,23.419,32.39,37.82,01-07-2017,19:14:24
3620,1824,42.678,23.254,32.44,39.45,01-07-2017,19:14:25
3558,1793,42.671,23.364,33.56,26.31,01-07-2017,19:14:25
2266,1140,42.738,23.272,30.39,40.93,01-07-2017,19:14:27
1962,981,42.69,23.324,33.12,31.21,01-07-2017,19:14:38
3738,1884,42.7,23.332,33.78,31.15,01-07-2017,19:14:46
1954,977,42.704,23.354,33.4,33.44,01-07-2017,19:14:47
3500,1764,42.703,23.349,34.07,30.69,01-07-2017,19:14:58
2234,1123,42.685,23.356,33.34,28.62,01-07-2017,19:15:01
2224,1118,42.651,23.335,32.77,30.19,01-07-2017,19:15:03
1764,879,42.622,23.366,31.77,32.27,01-07-2017,19:15:20
3512,1770,42.683,23.335,31.79,35.26,01-07-2017,19:15:23
2230,1121,42.692,23.332,32.47,35.7,01-07-2017,19:15:25
1850,925,42.677,23.311,31.31,37.84,01-07-2017,19:15:26
3102,1561,42.665,23.392,32.41,30.1,01-07-2017,19:15:27
2323,1172,42.686,23.4,31.9,34.15,01-07-2017,19:15:28
2228,1120,42.693,23.333,32.79,34.22,01-07-2017,19:15:35
2292,1154,42.663,23.273,30.85,33.95,01-07-2017,19:15:38
2294,1155,42.645,23.265,27.36,43.05,01-07-2017,19:15:42
2264,1139,42.671,23.31,32.16,37.71,01-07-2017,19:15:50
2036,1023,42.657,23.349,30.98,32.95,01-07-2017,19:15:52
3472,1750,42.669,23.318,33.25,30.9,01-07-2017,19:15:59
3836,1933,42.702,23.371,30.56,39.58,01-07-2017,19:16:03
3092,1556,42.666,23.284,31.28,0.0,01-07-2017,19:16:07
3436,1731,42.693,23.359,32.67,33.89,01-07-2017,19:16:09
3428,1727,42.624,23.406,31.75,35.03,01-07-2017,19:16:10
3438,1732,42.738,23.293,32.01,34.58,01-07-2017,19:16:15
1952,976,42.709,23.398,30.19,40.61,01-07-2017,19:16:16
2607,1313,42.66,23.319,33.26,28.94,01-07-2017,19:16:20
2262,1138,42.691,23.324,32.61,33.12,01-07-2017,19:16:29
3096,1558,42.7,23.36,33.39,32.32,01-07-2017,19:16:29
2040,1025,42.686,23.351,31.44,35.81,01-07-2017,19:16:30
1846,923,42.64,23.31,33.14,28.81,01-07-2017,19:16:35
3474,1751,42.68,23.293,32.69,32.41,01-07-2017,19:16:42
2216,1114,42.664,23.373,32.73,33.08,01-07-2017,19:16:42
2038,1024,42.694,23.32,35.0,29.85,01-07-2017,19:16:44
3432,1729,42.71,23.419,32.37,37.79,01-07-2017,19:16:50
3558,1793,42.671,23.364,33.5,26.51,01-07-2017,19:16:51
2266,1140,42.738,23.272,30.58,40.28,01-07-2017,19:17:01
1962,981,42.69,23.324,32.98,32.1,01-07-2017,19:17:04
3738,1884,42.7,23.332,33.66,31.41,01-07-2017,19:17:12
1954,977,42.704,23.354,33.32,33.5,01-07-2017,19:17:14
3620,1824,42.678,23.254,32.72,38.69,01-07-2017,19:17:15
3500,1764,42.703,23.349,33.98,30.65,01-07-2017,19:17:24
2234,1123,42.685,23.356,33.33,29.02,01-07-2017,19:17:26
2224,1118,42.651,23.335,32.73,30.26,01-07-2017,19:17:31
1764,879,42.622,23.366,31.77,32.28,01-07-2017,19:17:47
3512,1770,42.683,23.335,31.48,35.68,01-07-2017,19:17:50
2230,1121,42.692,23.332,32.37,36.05,01-07-2017,19:17:52
3102,1561,42.665,23.392,32.37,30.25,01-07-2017,19:17:53
2323,1172,42.686,23.4,31.86,34.79,01-07-2017,19:17:54
1850,925,42.677,23.311,31.28,37.22,01-07-2017,19:17:57
2228,1120,42.693,23.333,32.48,34.83,01-07-2017,19:18:02
2292,1154,42.663,23.273,31.0,33.66,01-07-2017,19:18:04
3328,1676,42.675,23.356,33.08,29.64,01-07-2017,19:18:06
2294,1155,42.645,23.265,27.39,42.5,01-07-2017,19:18:09
2264,1139,42.671,23.31,31.98,37.81,01-07-2017,19:18:16
2036,1023,42.657,23.349,31.16,32.48,01-07-2017,19:18:20
2232,1122,42.685,23.301,35.2,30.9,01-07-2017,19:18:25
3472,1750,42.669,23.318,33.27,29.49,01-07-2017,19:18:28
3836,1933,42.702,23.371,30.49,38.83,01-07-2017,19:18:29
3092,1556,42.666,23.284,31.26,0.0,01-07-2017,19:18:33
3428,1727,42.624,23.406,31.69,35.04,01-07-2017,19:18:37
3436,1731,42.693,23.359,32.39,34.45,01-07-2017,19:18:38
3438,1732,42.738,23.293,31.77,35.42,01-07-2017,19:18:41
1952,976,42.709,23.398,30.16,40.75,01-07-2017,19:18:43
2607,1313,42.66,23.319,33.1,29.21,01-07-2017,19:18:46
2262,1138,42.691,23.324,32.33,33.98,01-07-2017,19:18:55
2040,1025,42.686,23.351,31.33,36.34,01-07-2017,19:18:56
3096,1558,42.7,23.36,33.4,32.52,01-07-2017,19:18:57
1846,923,42.64,23.31,32.98,28.93,01-07-2017,19:19:01
2216,1114,42.664,23.373,32.59,33.38,01-07-2017,19:19:09
2038,1024,42.694,23.32,34.83,30.05,01-07-2017,19:19:10
3474,1751,42.68,23.293,32.71,32.54,01-07-2017,19:19:11
3432,1729,42.71,23.419,32.34,38.06,01-07-2017,19:19:17
3558,1793,42.671,23.364,33.52,27.37,01-07-2017,19:19:18
2266,1140,42.738,23.272,30.44,41.41,01-07-2017,19:19:29
1962,981,42.69,23.324,32.92,32.95,01-07-2017,19:19:31
3738,1884,42.7,23.332,33.5,32.0,01-07-2017,19:19:39
1954,977,42.704,23.354,33.23,33.57,01-07-2017,19:19:40
2234,1123,42.685,23.356,33.84,28.66,01-07-2017,19:19:51
3500,1764,42.703,23.349,33.84,31.11,01-07-2017,19:19:51
2224,1118,42.651,23.335,32.78,29.99,01-07-2017,19:19:59
3620,1824,42.678,23.254,32.92,38.09,01-07-2017,19:20:04
1764,879,42.622,23.366,31.72,32.15,01-07-2017,19:20:13
3512,1770,42.683,23.335,31.63,35.97,01-07-2017,19:20:16
2230,1121,42.692,23.332,32.29,36.42,01-07-2017,19:20:18
3102,1561,42.665,23.392,32.33,30.46,01-07-2017,19:20:20
2323,1172,42.686,23.4,31.49,34.92,01-07-2017,19:20:21
1850,925,42.677,23.311,31.26,37.66,01-07-2017,19:20:24
2228,1120,42.693,23.333,32.38,35.48,01-07-2017,19:20:28
2292,1154,42.663,23.273,30.99,33.03,01-07-2017,19:20:33
2294,1155,42.645,23.265,27.35,42.45,01-07-2017,19:20:36
2264,1139,42.671,23.31,32.06,37.56,01-07-2017,19:20:43
2036,1023,42.657,23.349,31.0,32.61,01-07-2017,19:20:47
2232,1122,42.685,23.301,34.46,32.05,01-07-2017,19:20:52
3836,1933,42.702,23.371,30.45,39.63,01-07-2017,19:20:56
3472,1750,42.669,23.318,33.19,29.93,01-07-2017,19:20:57
3092,1556,42.666,23.284,31.41,0.0,01-07-2017,19:21:00
3428,1727,42.624,23.406,31.57,35.08,01-07-2017,19:21:03
3436,1731,42.693,23.359,32.38,34.72,01-07-2017,19:21:07
3438,1732,42.738,23.293,31.61,36.09,01-07-2017,19:21:08
1952,976,42.709,23.398,30.1,41.34,01-07-2017,19:21:10
2607,1313,42.66,23.319,33.14,29.25,01-07-2017,19:21:13
2262,1138,42.691,23.324,31.79,35.34,01-07-2017,19:21:22
2040,1025,42.686,23.351,31.29,36.66,01-07-2017,19:21:23
3096,1558,42.7,23.36,33.18,32.87,01-07-2017,19:21:25
1846,923,42.64,23.31,33.0,29.0,01-07-2017,19:21:28
2216,1114,42.664,23.373,32.11,34.64,01-07-2017,19:21:35
2038,1024,42.694,23.32,34.67,30.3,01-07-2017,19:21:37
3474,1751,42.68,23.293,32.63,32.57,01-07-2017,19:21:39
3432,1729,42.71,23.419,32.46,37.42,01-07-2017,19:21:43
3558,1793,42.671,23.364,33.52,26.9,01-07-2017,19:21:44
1962,981,42.69,23.324,32.67,33.72,01-07-2017,19:21:58
2266,1140,42.738,23.272,30.51,41.38,01-07-2017,19:22:00
3738,1884,42.7,23.332,33.36,32.69,01-07-2017,19:22:05
1954,977,42.704,23.354,33.18,33.6,01-07-2017,19:22:07
2234,1123,42.685,23.356,33.79,28.97,01-07-2017,19:22:17
3500,1764,42.703,23.349,33.73,30.69,01-07-2017,19:22:17
2224,1118,42.651,23.335,32.78,29.92,01-07-2017,19:22:27
1764,879,42.622,23.366,31.67,33.12,01-07-2017,19:22:40
3512,1770,42.683,23.335,31.62,35.45,01-07-2017,19:22:43
2230,1121,42.692,23.332,32.28,36.68,01-07-2017,19:22:45
3102,1561,42.665,23.392,32.21,30.8,01-07-2017,19:22:46
2323,1172,42.686,23.4,31.47,36.55,01-07-2017,19:22:47
1850,925,42.677,23.311,31.14,38.34,01-07-2017,19:22:51
